================================================================================
FAILED PREDICTIONS REPORT
================================================================================
Total Failures: 12185

Image Only Failed: 11234
Radar Only Failed: 951
Both Failed: 0

--------------------------------------------------------------------------------
Filename                                 | Truth      | Img Pred   | Rad Pred   | Img Conf   | Rad Conf  
Sample_4699                              | Person     | Cyclist    | Person     | 99.64%     | 100.00%   
Sample_4700                              | Person     | Cyclist    | Person     | 99.64%     | 100.00%   
Sample_4701                              | Person     | Cyclist    | Person     | 99.63%     | 100.00%   
Sample_4702                              | Person     | Cyclist    | Person     | 99.62%     | 100.00%   
Sample_4703                              | Person     | Cyclist    | Person     | 99.63%     | 100.00%   
Sample_4704                              | Person     | Cyclist    | Person     | 99.63%     | 100.00%   
Sample_4705                              | Person     | Cyclist    | Person     | 99.63%     | 100.00%   
Sample_4706                              | Person     | Cyclist    | Person     | 99.62%     | 100.00%   
Sample_4707                              | Person     | Cyclist    | Person     | 99.64%     | 100.00%   
Sample_4708                              | Person     | Cyclist    | Person     | 99.63%     | 100.00%   
Sample_4709                              | Person     | Cyclist    | Person     | 99.62%     | 100.00%   
Sample_4710                              | Person     | Cyclist    | Person     | 99.64%     | 100.00%   
Sample_4711                              | Person     | Cyclist    | Person     | 99.63%     | 100.00%   
Sample_4712                              | Person     | Cyclist    | Person     | 99.62%     | 100.00%   
Sample_4713                              | Person     | Cyclist    | Person     | 99.61%     | 100.00%   
Sample_4714                              | Person     | Cyclist    | Person     | 99.62%     | 100.00%   
Sample_4715                              | Person     | Cyclist    | Person     | 99.63%     | 100.00%   
Sample_4716                              | Person     | Cyclist    | Person     | 99.63%     | 100.00%   
Sample_4717                              | Person     | Cyclist    | Person     | 99.63%     | 100.00%   
Sample_4718                              | Person     | Cyclist    | Person     | 99.63%     | 100.00%   
Sample_4719                              | Person     | Cyclist    | Person     | 99.62%     | 100.00%   
Sample_4720                              | Person     | Cyclist    | Person     | 99.63%     | 100.00%   
Sample_4721                              | Person     | Cyclist    | Person     | 99.61%     | 100.00%   
Sample_4722                              | Person     | Cyclist    | Person     | 99.63%     | 100.00%   
Sample_4723                              | Person     | Cyclist    | Person     | 99.63%     | 100.00%   
Sample_4724                              | Person     | Cyclist    | Person     | 99.63%     | 100.00%   
Sample_4725                              | Person     | Cyclist    | Person     | 99.63%     | 100.00%   
Sample_4726                              | Person     | Cyclist    | Person     | 99.63%     | 100.00%   
Sample_4727                              | Person     | Cyclist    | Person     | 99.63%     | 100.00%   
Sample_4728                              | Person     | Cyclist    | Person     | 99.64%     | 100.00%   
Sample_4729                              | Person     | Cyclist    | Person     | 99.64%     | 100.00%   
Sample_4730                              | Person     | Cyclist    | Person     | 99.64%     | 100.00%   
Sample_4731                              | Person     | Cyclist    | Person     | 99.65%     | 100.00%   
Sample_4732                              | Person     | Cyclist    | Person     | 99.64%     | 100.00%   
Sample_4733                              | Person     | Cyclist    | Person     | 99.65%     | 100.00%   
Sample_4734                              | Person     | Cyclist    | Person     | 99.65%     | 100.00%   
Sample_4735                              | Person     | Cyclist    | Person     | 99.65%     | 100.00%   
Sample_4736                              | Person     | Cyclist    | Person     | 99.65%     | 100.00%   
Sample_4737                              | Person     | Cyclist    | Person     | 99.65%     | 100.00%   
Sample_4738                              | Person     | Cyclist    | Person     | 99.65%     | 100.00%   
Sample_4739                              | Person     | Cyclist    | Person     | 99.65%     | 100.00%   
Sample_4740                              | Person     | Cyclist    | Person     | 99.65%     | 100.00%   
Sample_4741                              | Person     | Cyclist    | Person     | 99.65%     | 100.00%   
Sample_4742                              | Person     | Cyclist    | Person     | 99.65%     | 100.00%   
Sample_4743                              | Person     | Cyclist    | Person     | 99.64%     | 100.00%   
Sample_4744                              | Person     | Cyclist    | Person     | 99.64%     | 100.00%   
Sample_4745                              | Person     | Cyclist    | Person     | 99.63%     | 100.00%   
Sample_4746                              | Person     | Cyclist    | Person     | 99.63%     | 100.00%   
Sample_4747                              | Person     | Cyclist    | Person     | 99.62%     | 100.00%   
Sample_4748                              | Person     | Cyclist    | Person     | 99.62%     | 100.00%   
Sample_4749                              | Person     | Cyclist    | Person     | 99.63%     | 100.00%   
Sample_4750                              | Person     | Cyclist    | Person     | 99.61%     | 100.00%   
Sample_4751                              | Person     | Cyclist    | Person     | 99.64%     | 100.00%   
Sample_4752                              | Person     | Cyclist    | Person     | 99.64%     | 100.00%   
Sample_4753                              | Person     | Cyclist    | Person     | 99.64%     | 100.00%   
Sample_4754                              | Person     | Cyclist    | Person     | 99.63%     | 100.00%   
Sample_4755                              | Person     | Cyclist    | Person     | 99.64%     | 100.00%   
Sample_4756                              | Person     | Cyclist    | Person     | 99.65%     | 100.00%   
Sample_4757                              | Person     | Cyclist    | Person     | 99.65%     | 100.00%   
Sample_4758                              | Person     | Cyclist    | Person     | 99.64%     | 100.00%   
Sample_4759                              | Person     | Cyclist    | Person     | 99.65%     | 100.00%   
Sample_4760                              | Person     | Cyclist    | Person     | 99.65%     | 100.00%   
Sample_4761                              | Person     | Cyclist    | Person     | 99.65%     | 100.00%   
Sample_4762                              | Person     | Cyclist    | Person     | 99.64%     | 100.00%   
Sample_4763                              | Person     | Cyclist    | Person     | 99.66%     | 100.00%   
Sample_4764                              | Person     | Cyclist    | Person     | 99.67%     | 100.00%   
Sample_4765                              | Person     | Cyclist    | Person     | 99.68%     | 100.00%   
Sample_4766                              | Person     | Cyclist    | Person     | 99.67%     | 100.00%   
Sample_4767                              | Person     | Cyclist    | Person     | 99.67%     | 100.00%   
Sample_4768                              | Person     | Cyclist    | Person     | 99.68%     | 100.00%   
Sample_4769                              | Person     | Cyclist    | Person     | 99.67%     | 100.00%   
Sample_4770                              | Person     | Cyclist    | Person     | 99.67%     | 100.00%   
Sample_4771                              | Person     | Cyclist    | Person     | 99.66%     | 100.00%   
Sample_4772                              | Person     | Cyclist    | Person     | 99.66%     | 100.00%   
Sample_4773                              | Person     | Cyclist    | Person     | 99.65%     | 100.00%   
Sample_4774                              | Person     | Cyclist    | Person     | 99.64%     | 100.00%   
Sample_4775                              | Person     | Cyclist    | Person     | 99.64%     | 100.00%   
Sample_4776                              | Person     | Cyclist    | Person     | 99.64%     | 100.00%   
Sample_4777                              | Person     | Cyclist    | Person     | 99.64%     | 100.00%   
Sample_4778                              | Person     | Cyclist    | Person     | 99.64%     | 100.00%   
Sample_4779                              | Person     | Cyclist    | Person     | 99.64%     | 100.00%   
Sample_4780                              | Person     | Cyclist    | Person     | 99.64%     | 100.00%   
Sample_4781                              | Person     | Cyclist    | Person     | 99.65%     | 100.00%   
Sample_4782                              | Person     | Cyclist    | Person     | 99.64%     | 100.00%   
Sample_4783                              | Person     | Cyclist    | Person     | 99.64%     | 100.00%   
Sample_4784                              | Person     | Cyclist    | Person     | 99.64%     | 100.00%   
Sample_4785                              | Person     | Cyclist    | Person     | 99.65%     | 100.00%   
Sample_4786                              | Person     | Cyclist    | Person     | 99.64%     | 100.00%   
Sample_4787                              | Person     | Cyclist    | Person     | 99.64%     | 100.00%   
Sample_4788                              | Person     | Cyclist    | Person     | 99.65%     | 100.00%   
Sample_4789                              | Person     | Cyclist    | Person     | 99.66%     | 100.00%   
Sample_4790                              | Person     | Cyclist    | Person     | 99.66%     | 100.00%   
Sample_4791                              | Person     | Cyclist    | Person     | 99.65%     | 100.00%   
Sample_4792                              | Person     | Cyclist    | Person     | 99.65%     | 100.00%   
Sample_4793                              | Person     | Cyclist    | Person     | 99.66%     | 100.00%   
Sample_4794                              | Person     | Cyclist    | Person     | 99.66%     | 100.00%   
Sample_4795                              | Person     | Cyclist    | Person     | 99.65%     | 100.00%   
Sample_4796                              | Person     | Cyclist    | Person     | 99.65%     | 100.00%   
Sample_4797                              | Person     | Cyclist    | Person     | 99.64%     | 100.00%   
Sample_4798                              | Person     | Cyclist    | Person     | 99.66%     | 100.00%   
Sample_4799                              | Person     | Cyclist    | Person     | 99.65%     | 100.00%   
Sample_4800                              | Person     | Cyclist    | Person     | 99.64%     | 100.00%   
Sample_4801                              | Person     | Cyclist    | Person     | 99.64%     | 100.00%   
Sample_4802                              | Person     | Cyclist    | Person     | 99.65%     | 100.00%   
Sample_4803                              | Person     | Cyclist    | Person     | 99.66%     | 100.00%   
Sample_4804                              | Person     | Cyclist    | Person     | 99.66%     | 100.00%   
Sample_4805                              | Person     | Cyclist    | Person     | 99.68%     | 100.00%   
Sample_4806                              | Person     | Cyclist    | Person     | 99.68%     | 100.00%   
Sample_4807                              | Person     | Cyclist    | Person     | 99.69%     | 100.00%   
Sample_4808                              | Person     | Cyclist    | Person     | 99.69%     | 100.00%   
Sample_4809                              | Person     | Cyclist    | Person     | 99.68%     | 100.00%   
Sample_4810                              | Person     | Cyclist    | Person     | 99.68%     | 100.00%   
Sample_4811                              | Person     | Cyclist    | Person     | 99.69%     | 100.00%   
Sample_4812                              | Person     | Cyclist    | Person     | 99.69%     | 100.00%   
Sample_4813                              | Person     | Cyclist    | Person     | 99.68%     | 100.00%   
Sample_4814                              | Person     | Cyclist    | Person     | 99.68%     | 100.00%   
Sample_4815                              | Person     | Cyclist    | Person     | 99.68%     | 100.00%   
Sample_4816                              | Person     | Cyclist    | Person     | 99.69%     | 100.00%   
Sample_4817                              | Person     | Cyclist    | Person     | 99.67%     | 100.00%   
Sample_4818                              | Person     | Cyclist    | Person     | 99.65%     | 100.00%   
Sample_4819                              | Person     | Cyclist    | Person     | 99.64%     | 100.00%   
Sample_4820                              | Person     | Cyclist    | Person     | 99.62%     | 100.00%   
Sample_4821                              | Person     | Cyclist    | Person     | 99.61%     | 100.00%   
Sample_4822                              | Person     | Cyclist    | Person     | 99.59%     | 100.00%   
Sample_4823                              | Person     | Cyclist    | Person     | 99.56%     | 100.00%   
Sample_4824                              | Person     | Cyclist    | Person     | 99.58%     | 100.00%   
Sample_4825                              | Person     | Cyclist    | Person     | 99.56%     | 100.00%   
Sample_4826                              | Person     | Cyclist    | Person     | 99.53%     | 100.00%   
Sample_4827                              | Person     | Cyclist    | Person     | 99.54%     | 100.00%   
Sample_4828                              | Person     | Cyclist    | Person     | 99.55%     | 100.00%   
Sample_4829                              | Person     | Cyclist    | Person     | 99.61%     | 100.00%   
Sample_4830                              | Person     | Cyclist    | Person     | 99.62%     | 100.00%   
Sample_4831                              | Person     | Cyclist    | Person     | 99.62%     | 100.00%   
Sample_4832                              | Person     | Cyclist    | Person     | 99.59%     | 100.00%   
Sample_4833                              | Person     | Cyclist    | Person     | 99.60%     | 100.00%   
Sample_4834                              | Person     | Cyclist    | Person     | 99.61%     | 100.00%   
Sample_4835                              | Person     | Cyclist    | Person     | 99.62%     | 100.00%   
Sample_4836                              | Person     | Cyclist    | Person     | 99.64%     | 100.00%   
Sample_4837                              | Person     | Cyclist    | Person     | 99.65%     | 100.00%   
Sample_4838                              | Person     | Cyclist    | Person     | 99.66%     | 100.00%   
Sample_4839                              | Person     | Cyclist    | Person     | 99.65%     | 100.00%   
Sample_4840                              | Person     | Cyclist    | Person     | 99.67%     | 100.00%   
Sample_4841                              | Person     | Cyclist    | Person     | 99.67%     | 100.00%   
Sample_4842                              | Person     | Cyclist    | Person     | 99.68%     | 100.00%   
Sample_4843                              | Person     | Cyclist    | Person     | 99.68%     | 100.00%   
Sample_4844                              | Person     | Cyclist    | Person     | 99.68%     | 100.00%   
Sample_4845                              | Person     | Cyclist    | Person     | 99.68%     | 100.00%   
Sample_4846                              | Person     | Cyclist    | Person     | 99.66%     | 100.00%   
Sample_4847                              | Person     | Cyclist    | Person     | 99.69%     | 100.00%   
Sample_4848                              | Person     | Cyclist    | Person     | 99.68%     | 100.00%   
Sample_4849                              | Person     | Cyclist    | Person     | 99.70%     | 100.00%   
Sample_4850                              | Person     | Cyclist    | Person     | 99.70%     | 100.00%   
Sample_4851                              | Person     | Cyclist    | Person     | 99.69%     | 100.00%   
Sample_4852                              | Person     | Cyclist    | Person     | 99.69%     | 100.00%   
Sample_4853                              | Person     | Cyclist    | Person     | 99.68%     | 100.00%   
Sample_4854                              | Person     | Cyclist    | Person     | 99.67%     | 100.00%   
Sample_4855                              | Person     | Cyclist    | Person     | 99.67%     | 100.00%   
Sample_4856                              | Person     | Cyclist    | Person     | 99.65%     | 100.00%   
Sample_4857                              | Person     | Cyclist    | Person     | 99.63%     | 100.00%   
Sample_4858                              | Person     | Cyclist    | Person     | 99.61%     | 100.00%   
Sample_4859                              | Person     | Cyclist    | Person     | 99.63%     | 100.00%   
Sample_4860                              | Person     | Cyclist    | Person     | 99.64%     | 100.00%   
Sample_4861                              | Person     | Cyclist    | Person     | 99.67%     | 100.00%   
Sample_4862                              | Person     | Cyclist    | Person     | 99.69%     | 100.00%   
Sample_4863                              | Person     | Cyclist    | Person     | 99.69%     | 100.00%   
Sample_4864                              | Person     | Cyclist    | Person     | 99.70%     | 100.00%   
Sample_4865                              | Person     | Cyclist    | Person     | 99.72%     | 100.00%   
Sample_4866                              | Person     | Cyclist    | Person     | 99.73%     | 100.00%   
Sample_4867                              | Person     | Cyclist    | Person     | 99.70%     | 100.00%   
Sample_4868                              | Person     | Cyclist    | Person     | 99.69%     | 100.00%   
Sample_4869                              | Person     | Cyclist    | Person     | 99.72%     | 100.00%   
Sample_4870                              | Person     | Cyclist    | Person     | 99.71%     | 100.00%   
Sample_4871                              | Person     | Cyclist    | Person     | 99.74%     | 100.00%   
Sample_4872                              | Person     | Cyclist    | Person     | 99.75%     | 100.00%   
Sample_4873                              | Person     | Cyclist    | Person     | 99.76%     | 100.00%   
Sample_4874                              | Person     | Cyclist    | Person     | 99.76%     | 100.00%   
Sample_4875                              | Person     | Cyclist    | Person     | 99.76%     | 100.00%   
Sample_4876                              | Person     | Cyclist    | Person     | 99.76%     | 100.00%   
Sample_4877                              | Person     | Cyclist    | Person     | 99.77%     | 100.00%   
Sample_4878                              | Person     | Cyclist    | Person     | 99.77%     | 100.00%   
Sample_4879                              | Person     | Cyclist    | Person     | 99.76%     | 100.00%   
Sample_4880                              | Person     | Cyclist    | Person     | 99.76%     | 100.00%   
Sample_4881                              | Person     | Cyclist    | Person     | 99.75%     | 100.00%   
Sample_4882                              | Person     | Cyclist    | Person     | 99.74%     | 100.00%   
Sample_4883                              | Person     | Cyclist    | Person     | 99.75%     | 100.00%   
Sample_4884                              | Person     | Cyclist    | Person     | 99.73%     | 100.00%   
Sample_4885                              | Person     | Cyclist    | Person     | 99.76%     | 100.00%   
Sample_4886                              | Person     | Cyclist    | Person     | 99.76%     | 100.00%   
Sample_4887                              | Person     | Cyclist    | Person     | 99.76%     | 100.00%   
Sample_4888                              | Person     | Cyclist    | Person     | 99.76%     | 100.00%   
Sample_4889                              | Person     | Cyclist    | Person     | 99.75%     | 100.00%   
Sample_4890                              | Person     | Cyclist    | Person     | 99.75%     | 100.00%   
Sample_4891                              | Person     | Cyclist    | Person     | 99.74%     | 100.00%   
Sample_4892                              | Person     | Cyclist    | Person     | 99.74%     | 100.00%   
Sample_4893                              | Person     | Cyclist    | Person     | 99.71%     | 100.00%   
Sample_4894                              | Person     | Cyclist    | Person     | 99.68%     | 100.00%   
Sample_4895                              | Person     | Cyclist    | Person     | 99.69%     | 100.00%   
Sample_4896                              | Person     | Cyclist    | Person     | 99.70%     | 100.00%   
Sample_4897                              | Person     | Cyclist    | Person     | 99.70%     | 100.00%   
Sample_4898                              | Person     | Cyclist    | Person     | 99.69%     | 100.00%   
Sample_4899                              | Person     | Cyclist    | Person     | 99.67%     | 100.00%   
Sample_4900                              | Person     | Cyclist    | Person     | 99.67%     | 100.00%   
Sample_4901                              | Person     | Cyclist    | Person     | 99.65%     | 100.00%   
Sample_4902                              | Person     | Cyclist    | Person     | 99.65%     | 100.00%   
Sample_4903                              | Person     | Cyclist    | Person     | 99.64%     | 100.00%   
Sample_4904                              | Person     | Cyclist    | Person     | 99.66%     | 100.00%   
Sample_4905                              | Person     | Cyclist    | Person     | 99.64%     | 100.00%   
Sample_4906                              | Person     | Cyclist    | Person     | 99.62%     | 100.00%   
Sample_4907                              | Person     | Cyclist    | Person     | 99.59%     | 100.00%   
Sample_4908                              | Person     | Cyclist    | Person     | 99.61%     | 100.00%   
Sample_4909                              | Person     | Cyclist    | Person     | 99.55%     | 100.00%   
Sample_4910                              | Person     | Cyclist    | Person     | 99.54%     | 100.00%   
Sample_4911                              | Person     | Cyclist    | Person     | 99.58%     | 100.00%   
Sample_4912                              | Person     | Cyclist    | Person     | 99.53%     | 100.00%   
Sample_4913                              | Person     | Cyclist    | Person     | 99.56%     | 100.00%   
Sample_4914                              | Person     | Cyclist    | Person     | 99.54%     | 100.00%   
Sample_4915                              | Person     | Cyclist    | Person     | 99.54%     | 100.00%   
Sample_4916                              | Person     | Cyclist    | Person     | 99.57%     | 100.00%   
Sample_4917                              | Person     | Cyclist    | Person     | 99.58%     | 100.00%   
Sample_4918                              | Person     | Cyclist    | Person     | 99.58%     | 100.00%   
Sample_4919                              | Person     | Cyclist    | Person     | 99.64%     | 100.00%   
Sample_4920                              | Person     | Cyclist    | Person     | 99.65%     | 100.00%   
Sample_4921                              | Person     | Cyclist    | Person     | 99.70%     | 100.00%   
Sample_4922                              | Person     | Cyclist    | Person     | 99.69%     | 100.00%   
Sample_4923                              | Person     | Cyclist    | Person     | 99.65%     | 100.00%   
Sample_4924                              | Person     | Cyclist    | Person     | 99.64%     | 100.00%   
Sample_4925                              | Person     | Cyclist    | Person     | 99.61%     | 100.00%   
Sample_4926                              | Person     | Cyclist    | Person     | 99.59%     | 100.00%   
Sample_4927                              | Person     | Cyclist    | Person     | 99.54%     | 100.00%   
Sample_4928                              | Person     | Cyclist    | Person     | 99.55%     | 100.00%   
Sample_4929                              | Person     | Cyclist    | Person     | 99.59%     | 100.00%   
Sample_4930                              | Person     | Cyclist    | Person     | 99.59%     | 100.00%   
Sample_4931                              | Person     | Cyclist    | Person     | 99.60%     | 100.00%   
Sample_4932                              | Person     | Cyclist    | Person     | 99.59%     | 100.00%   
Sample_4933                              | Person     | Cyclist    | Person     | 99.58%     | 100.00%   
Sample_4934                              | Person     | Cyclist    | Person     | 99.57%     | 100.00%   
Sample_4935                              | Person     | Cyclist    | Person     | 99.56%     | 100.00%   
Sample_4936                              | Person     | Cyclist    | Person     | 99.57%     | 100.00%   
Sample_4937                              | Person     | Cyclist    | Person     | 99.57%     | 100.00%   
Sample_4938                              | Person     | Cyclist    | Person     | 99.55%     | 100.00%   
Sample_4939                              | Person     | Cyclist    | Person     | 99.55%     | 100.00%   
Sample_4940                              | Person     | Cyclist    | Person     | 99.56%     | 100.00%   
Sample_4941                              | Person     | Cyclist    | Person     | 99.58%     | 100.00%   
Sample_4942                              | Person     | Cyclist    | Person     | 99.58%     | 100.00%   
Sample_4943                              | Person     | Cyclist    | Person     | 99.61%     | 100.00%   
Sample_4944                              | Person     | Cyclist    | Person     | 99.61%     | 100.00%   
Sample_4945                              | Person     | Cyclist    | Person     | 99.63%     | 100.00%   
Sample_4946                              | Person     | Cyclist    | Person     | 99.67%     | 100.00%   
Sample_4947                              | Person     | Cyclist    | Person     | 99.72%     | 100.00%   
Sample_4948                              | Person     | Cyclist    | Person     | 99.75%     | 100.00%   
Sample_4949                              | Person     | Cyclist    | Person     | 99.74%     | 100.00%   
Sample_4950                              | Person     | Cyclist    | Person     | 99.71%     | 100.00%   
Sample_4951                              | Person     | Cyclist    | Person     | 99.70%     | 100.00%   
Sample_4952                              | Person     | Cyclist    | Person     | 99.69%     | 100.00%   
Sample_4953                              | Person     | Cyclist    | Person     | 99.69%     | 100.00%   
Sample_4954                              | Person     | Cyclist    | Person     | 99.69%     | 100.00%   
Sample_4955                              | Person     | Cyclist    | Person     | 99.66%     | 100.00%   
Sample_4956                              | Person     | Cyclist    | Person     | 99.66%     | 100.00%   
Sample_4957                              | Person     | Cyclist    | Person     | 99.64%     | 100.00%   
Sample_4958                              | Person     | Cyclist    | Person     | 99.66%     | 100.00%   
Sample_4959                              | Person     | Cyclist    | Person     | 99.65%     | 100.00%   
Sample_4960                              | Person     | Cyclist    | Person     | 99.66%     | 100.00%   
Sample_4961                              | Person     | Cyclist    | Person     | 99.64%     | 100.00%   
Sample_4962                              | Person     | Cyclist    | Person     | 99.64%     | 100.00%   
Sample_4963                              | Person     | Cyclist    | Person     | 99.62%     | 100.00%   
Sample_4964                              | Person     | Cyclist    | Person     | 99.62%     | 100.00%   
Sample_4965                              | Person     | Cyclist    | Person     | 99.58%     | 100.00%   
Sample_4966                              | Person     | Cyclist    | Person     | 99.64%     | 100.00%   
Sample_4967                              | Person     | Cyclist    | Person     | 99.65%     | 100.00%   
Sample_4968                              | Person     | Cyclist    | Person     | 99.65%     | 100.00%   
Sample_4969                              | Person     | Cyclist    | Person     | 99.64%     | 100.00%   
Sample_4970                              | Person     | Cyclist    | Person     | 99.63%     | 100.00%   
Sample_4971                              | Person     | Cyclist    | Person     | 99.61%     | 100.00%   
Sample_4972                              | Person     | Cyclist    | Person     | 99.60%     | 100.00%   
Sample_4973                              | Person     | Cyclist    | Person     | 99.57%     | 100.00%   
Sample_4974                              | Person     | Cyclist    | Person     | 99.55%     | 100.00%   
Sample_4975                              | Person     | Cyclist    | Person     | 99.57%     | 100.00%   
Sample_4976                              | Person     | Cyclist    | Person     | 99.54%     | 100.00%   
Sample_4977                              | Person     | Cyclist    | Person     | 99.53%     | 100.00%   
Sample_4978                              | Person     | Cyclist    | Person     | 99.45%     | 100.00%   
Sample_4979                              | Person     | Cyclist    | Person     | 99.43%     | 100.00%   
Sample_4980                              | Person     | Cyclist    | Person     | 99.43%     | 100.00%   
Sample_4981                              | Person     | Cyclist    | Person     | 99.44%     | 100.00%   
Sample_4982                              | Person     | Cyclist    | Person     | 99.42%     | 100.00%   
Sample_4983                              | Person     | Cyclist    | Person     | 99.44%     | 100.00%   
Sample_4984                              | Person     | Cyclist    | Person     | 99.44%     | 100.00%   
Sample_4985                              | Person     | Cyclist    | Person     | 99.46%     | 100.00%   
Sample_4986                              | Person     | Cyclist    | Person     | 99.43%     | 100.00%   
Sample_4987                              | Person     | Cyclist    | Person     | 99.42%     | 100.00%   
Sample_4988                              | Person     | Cyclist    | Person     | 99.47%     | 100.00%   
Sample_4989                              | Person     | Cyclist    | Person     | 99.47%     | 100.00%   
Sample_4990                              | Person     | Cyclist    | Person     | 99.46%     | 100.00%   
Sample_4991                              | Person     | Cyclist    | Person     | 99.47%     | 100.00%   
Sample_4992                              | Person     | Cyclist    | Person     | 99.52%     | 100.00%   
Sample_4993                              | Person     | Cyclist    | Person     | 99.53%     | 100.00%   
Sample_4994                              | Person     | Cyclist    | Person     | 99.54%     | 100.00%   
Sample_4995                              | Person     | Cyclist    | Person     | 99.57%     | 100.00%   
Sample_4996                              | Person     | Cyclist    | Person     | 99.54%     | 100.00%   
Sample_4997                              | Person     | Cyclist    | Person     | 99.53%     | 100.00%   
Sample_4998                              | Person     | Cyclist    | Person     | 99.51%     | 100.00%   
Sample_4999                              | Person     | Cyclist    | Person     | 99.49%     | 100.00%   
Sample_5000                              | Person     | Cyclist    | Person     | 99.42%     | 100.00%   
Sample_5001                              | Person     | Cyclist    | Person     | 99.51%     | 100.00%   
Sample_5002                              | Person     | Cyclist    | Person     | 99.59%     | 100.00%   
Sample_5003                              | Person     | Cyclist    | Person     | 99.70%     | 100.00%   
Sample_5004                              | Person     | Cyclist    | Person     | 99.71%     | 100.00%   
Sample_5005                              | Person     | Cyclist    | Person     | 99.68%     | 100.00%   
Sample_5006                              | Person     | Cyclist    | Person     | 99.69%     | 100.00%   
Sample_5007                              | Person     | Cyclist    | Person     | 99.71%     | 100.00%   
Sample_5008                              | Person     | Cyclist    | Person     | 99.74%     | 100.00%   
Sample_5009                              | Person     | Cyclist    | Person     | 99.76%     | 100.00%   
Sample_5010                              | Person     | Cyclist    | Person     | 99.74%     | 100.00%   
Sample_5011                              | Person     | Cyclist    | Person     | 99.74%     | 100.00%   
Sample_5012                              | Person     | Cyclist    | Person     | 99.68%     | 100.00%   
Sample_5013                              | Person     | Cyclist    | Person     | 99.62%     | 100.00%   
Sample_5014                              | Person     | Cyclist    | Person     | 99.64%     | 100.00%   
Sample_5015                              | Person     | Cyclist    | Person     | 99.64%     | 100.00%   
Sample_5016                              | Person     | Cyclist    | Person     | 99.51%     | 100.00%   
Sample_5017                              | Person     | Cyclist    | Person     | 99.55%     | 100.00%   
Sample_5018                              | Person     | Cyclist    | Person     | 99.54%     | 100.00%   
Sample_5019                              | Person     | Cyclist    | Person     | 99.55%     | 100.00%   
Sample_5020                              | Person     | Cyclist    | Person     | 99.54%     | 100.00%   
Sample_5021                              | Person     | Cyclist    | Person     | 99.55%     | 100.00%   
Sample_5022                              | Person     | Cyclist    | Person     | 99.60%     | 100.00%   
Sample_5023                              | Person     | Cyclist    | Person     | 99.63%     | 100.00%   
Sample_5024                              | Person     | Cyclist    | Person     | 99.66%     | 100.00%   
Sample_5025                              | Person     | Cyclist    | Person     | 99.68%     | 100.00%   
Sample_5026                              | Person     | Cyclist    | Person     | 99.67%     | 100.00%   
Sample_5027                              | Person     | Cyclist    | Person     | 99.68%     | 100.00%   
Sample_5028                              | Person     | Cyclist    | Person     | 99.73%     | 100.00%   
Sample_5029                              | Person     | Cyclist    | Person     | 99.76%     | 100.00%   
Sample_5030                              | Person     | Cyclist    | Person     | 99.74%     | 100.00%   
Sample_5031                              | Person     | Cyclist    | Person     | 99.76%     | 100.00%   
Sample_5032                              | Person     | Cyclist    | Person     | 99.74%     | 100.00%   
Sample_5033                              | Person     | Cyclist    | Person     | 99.68%     | 100.00%   
Sample_5034                              | Person     | Cyclist    | Person     | 99.61%     | 100.00%   
Sample_5035                              | Person     | Cyclist    | Person     | 99.61%     | 100.00%   
Sample_5036                              | Person     | Cyclist    | Person     | 99.60%     | 100.00%   
Sample_5037                              | Person     | Cyclist    | Person     | 99.57%     | 100.00%   
Sample_5038                              | Person     | Cyclist    | Person     | 99.53%     | 100.00%   
Sample_5039                              | Person     | Cyclist    | Person     | 99.56%     | 100.00%   
Sample_5040                              | Person     | Cyclist    | Person     | 99.54%     | 100.00%   
Sample_5041                              | Person     | Cyclist    | Person     | 99.55%     | 100.00%   
Sample_5042                              | Person     | Cyclist    | Person     | 99.42%     | 100.00%   
Sample_5043                              | Person     | Cyclist    | Person     | 99.25%     | 100.00%   
Sample_5044                              | Person     | Cyclist    | Person     | 99.19%     | 100.00%   
Sample_5045                              | Person     | Cyclist    | Person     | 99.08%     | 100.00%   
Sample_5046                              | Person     | Cyclist    | Person     | 98.59%     | 100.00%   
Sample_5047                              | Person     | Cyclist    | Person     | 98.51%     | 100.00%   
Sample_5048                              | Person     | Cyclist    | Person     | 99.00%     | 100.00%   
Sample_5049                              | Person     | Cyclist    | Person     | 99.17%     | 100.00%   
Sample_5050                              | Person     | Cyclist    | Person     | 99.36%     | 100.00%   
Sample_5051                              | Person     | Cyclist    | Person     | 99.51%     | 100.00%   
Sample_5052                              | Person     | Cyclist    | Person     | 99.57%     | 100.00%   
Sample_5053                              | Person     | Cyclist    | Person     | 99.61%     | 100.00%   
Sample_5054                              | Person     | Cyclist    | Person     | 99.63%     | 100.00%   
Sample_5055                              | Person     | Cyclist    | Person     | 99.55%     | 100.00%   
Sample_5056                              | Person     | Cyclist    | Person     | 99.63%     | 100.00%   
Sample_5057                              | Person     | Cyclist    | Person     | 99.70%     | 100.00%   
Sample_5058                              | Person     | Cyclist    | Person     | 99.69%     | 100.00%   
Sample_5059                              | Person     | Cyclist    | Person     | 99.66%     | 100.00%   
Sample_5060                              | Person     | Cyclist    | Person     | 99.57%     | 100.00%   
Sample_5061                              | Person     | Cyclist    | Person     | 99.31%     | 100.00%   
Sample_5062                              | Person     | Cyclist    | Person     | 99.25%     | 100.00%   
Sample_5063                              | Person     | Cyclist    | Person     | 99.17%     | 100.00%   
